Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
383,Dylan Cardwell,24,SAC,C,7,1,16.7,1.0,2.1,.467,0.0,0.1,.000,1.0,2.0,.500,.467,1.4,2.4,.588,1.6,2.6,4.1,0.7,0.7,2.0,0.7,3.4,3.4,,cardwdy01
384,Jalen Pickett,26,DEN,SG,15,1,11.3,1.3,3.0,.422,0.7,1.8,.370,0.6,1.2,.500,.533,0.2,0.2,1.000,0.3,1.4,1.7,1.8,0.2,0.1,0.6,0.6,3.4,,pickeja02
385,Nick Richards,28,PHO,C,24,2,9.4,1.3,2.5,.517,0.0,0.0,,1.3,2.5,.517,.517,0.8,1.2,.679,1.2,2.0,3.3,0.3,0.1,0.5,1.0,1.4,3.4,,richani01
386,Jericho Sims,27,MIL,C,24,4,15.8,1.5,1.8,.841,0.0,0.0,,1.5,1.8,.841,.841,0.3,0.5,.636,1.4,2.7,4.1,0.8,0.3,0.2,1.1,1.8,3.4,,simsje01
387,Chaz Lanier,24,DET,SG,13,0,10.2,1.1,3.2,.333,0.9,2.8,.324,0.2,0.4,.400,.476,0.2,0.2,1.000,0.5,0.6,1.1,0.8,0.3,0.0,0.1,0.2,3.3,,laniech01
388,Gui Santos,23,GSW,PF,23,1,9.2,1.1,2.6,.433,0.5,1.6,.324,0.6,1.0,.609,.533,0.5,0.7,.688,0.9,1.1,2.0,0.7,0.4,0.1,0.8,1.3,3.3,,santogu01
389,James Wiseman,24,IND,C,4,1,14.5,1.5,2.5,.600,0.0,0.0,,1.5,2.5,.600,.600,0.3,0.5,.500,1.3,0.8,2.0,0.8,0.0,0.3,1.3,2.5,3.3,,wisemja01
390,David Jones García,24,SAS,SF,10,0,6.7,1.3,2.5,.520,0.3,0.5,.600,1.0,2.0,.500,.580,0.3,0.6,.500,0.4,0.8,1.2,1.8,0.6,0.1,0.5,0.6,3.2,,jonesda06
391,Tyus Jones,29,ORL,PG,30,5,15.3,1.2,3.1,.372,0.6,2.0,.317,0.5,1.1,.471,.473,0.2,0.2,1.000,0.2,0.8,1.0,2.3,0.7,0.1,0.3,0.6,3.2,,jonesty01
392,Dalen Terry,23,CHI,SG,16,0,10.8,1.4,2.7,.512,0.3,0.9,.267,1.1,1.8,.643,.558,0.2,0.4,.429,0.6,1.1,1.8,1.3,0.7,0.3,0.7,1.1,3.2,,terryda01
393,Moussa Cisse,23,DAL,C,19,1,10.2,1.2,2.0,.605,0.0,0.0,,1.2,2.0,.605,.605,0.7,1.6,.419,1.5,2.1,3.5,0.2,0.3,1.1,0.7,1.6,3.1,,cissemo01
394,Duop Reath,29,POR,C,24,0,7.8,1.1,2.4,.474,0.8,1.8,.452,0.3,0.6,.533,.640,0.1,0.1,.667,0.2,0.6,0.8,0.3,0.2,0.2,0.3,0.9,3.1,,reathdu01
395,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,.462,0.6,1.1,.500,0.3,0.7,.400,.615,0.9,1.1,.750,0.1,0.1,0.3,0.3,0.0,0.0,0.6,0.6,3.1,,searsma01
396,Jonathan Isaac,28,ORL,PF,26,0,10.6,1.1,2.5,.438,0.2,1.1,.207,0.8,1.3,.629,.484,0.6,1.2,.500,0.9,2.2,3.1,0.1,0.3,0.5,0.4,0.9,3.0,,isaacjo01
397,John Konchar,29,MEM,SG,22,0,13.0,1.2,2.3,.510,0.4,1.3,.321,0.8,1.0,.739,.598,0.3,0.4,.667,0.5,2.1,2.7,1.2,0.9,0.3,0.3,0.9,3.0,,konchjo01
398,Chris Livingston,22,CLE,SF,3,0,5.7,1.3,2.3,.571,0.0,1.0,.000,1.3,1.3,1.000,.571,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,1.3,3.0,,livinch01
399,Doug McDermott,34,SAC,SF,2,0,5.5,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,,mcderdo01
400,Emanuel Miller,25,CHI,PF,5,0,6.6,1.2,2.6,.462,0.4,1.2,.333,0.8,1.4,.571,.538,0.2,0.4,.500,0.2,0.4,0.6,0.8,0.4,0.0,0.0,0.4,3.0,,milleem01
401,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2.0,.667,0.3,1.0,.333,1.0,1.0,1.000,.750,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.0,0.3,3.0,,minixri01
402,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.3,0.7,.500,0.2,1.0,1.2,1.5,0.2,0.2,0.3,0.5,3.0,,morrimo01
403,Jae'Sean Tate,30,HOU,SF,16,0,8.2,1.3,2.3,.556,0.3,0.8,.417,0.9,1.5,.625,.625,0.2,0.2,1.000,0.6,0.9,1.6,0.6,0.3,0.1,0.3,1.4,3.0,,tateja01
404,Guerschon Yabusele,30,NYK,C,26,0,9.6,1.1,2.7,.394,0.6,1.9,.306,0.5,0.8,.591,.500,0.2,0.4,.600,0.7,1.5,2.2,0.4,0.1,0.2,0.3,1.1,3.0,,yabusgu01
405,Jordan McLaughlin,29,SAS,PG,12,0,7.6,1.1,2.3,.464,0.4,1.3,.333,0.7,1.1,.615,.554,0.3,0.4,.800,0.3,0.5,0.8,1.0,0.6,0.0,0.3,0.6,2.9,,mclaujo01
406,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,.321,0.6,1.9,.333,0.5,1.6,.308,.411,0.1,0.1,.500,0.4,1.4,1.8,3.3,0.7,0.0,1.0,1.4,2.9,,paulch01
407,Baylor Scheierman,25,BOS,SG,25,0,11.6,1.1,2.1,.509,0.7,1.7,.429,0.4,0.4,.818,.679,0.0,0.0,1.000,0.3,1.4,1.7,0.7,0.5,0.1,0.4,1.4,2.9,,scheiba01
408,Bobi Klintman,22,DET,SF,6,0,8.8,1.2,3.5,.333,0.5,1.8,.273,0.7,1.7,.400,.405,0.0,0.5,.000,0.8,1.8,2.7,0.7,0.3,0.0,0.8,1.5,2.8,,klintbo01
409,Yanic Konan Niederhäuser,22,LAC,C,13,0,5.8,1.1,1.5,.737,0.0,0.0,,1.1,1.5,.737,.737,0.6,1.1,.571,0.6,0.8,1.4,0.2,0.1,0.2,0.3,0.7,2.8,,konanya01
410,Julian Phillips,22,CHI,SF,22,2,10.1,1.1,2.5,.436,0.4,1.4,.300,0.7,1.1,.600,.518,0.2,0.3,.833,0.7,0.6,1.4,0.3,0.5,0.2,0.1,1.0,2.8,,phillju01
411,Dwight Powell,34,DAL,C,22,1,11.6,0.8,1.3,.621,0.0,0.0,,0.8,1.3,.621,.621,1.1,1.6,.694,1.0,1.5,2.5,0.9,0.5,0.2,0.4,2.1,2.8,,poweldw01
412,Xavier Tillman Sr.,27,BOS,C,11,1,9.4,1.3,2.5,.500,0.3,1.2,.231,1.0,1.4,.733,.554,0.0,0.0,,0.9,1.3,2.2,0.5,0.5,0.2,0.4,0.8,2.8,,tillmxa01
413,Rasheer Fleming,21,PHO,PF,14,0,6.2,0.9,2.5,.371,0.4,1.4,.250,0.6,1.1,.533,.443,0.5,0.5,1.000,0.6,0.6,1.2,0.1,0.4,0.1,0.2,0.7,2.7,,flemira01
414,Yang Hansen,20,POR,C,14,1,7.7,0.9,2.9,.317,0.1,1.1,.063,0.9,1.8,.480,.329,0.8,0.9,.917,0.5,1.3,1.8,0.9,0.1,0.4,0.8,1.1,2.7,,yangha01
415,Kevon Looney,29,NOP,C,12,6,12.9,1.2,2.8,.424,0.1,0.6,.143,1.1,2.2,.500,.439,0.3,0.5,.500,1.7,2.3,3.9,1.4,0.3,0.4,0.5,2.1,2.7,,looneke01
416,Cody Williams,21,UTA,SG,17,0,12.4,1.2,3.4,.345,0.2,1.5,.115,1.0,1.9,.531,.371,0.1,0.2,.250,0.4,0.7,1.1,0.6,0.2,0.2,0.4,1.3,2.6,,willico04
417,Carter Bryant,20,SAS,PF,21,0,7.7,1.0,2.6,.364,0.4,1.4,.300,0.5,1.2,.440,.445,0.2,0.3,.667,0.3,1.4,1.7,0.1,0.2,0.1,0.4,0.8,2.5,,bryanca01
418,Caleb Houstan,23,ATL,SF,8,0,5.4,0.8,1.6,.462,0.6,1.3,.500,0.1,0.4,.333,.654,0.4,0.4,1.000,0.5,0.1,0.6,0.3,0.1,0.1,0.5,0.6,2.5,,houstca01
419,Kam Jones,23,IND,SG,2,0,1.0,1.0,1.0,1.000,0.5,0.5,1.000,0.5,0.5,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,,joneska03
420,Isaiah Livers,27,PHO,PF,13,0,12.2,0.8,2.2,.345,0.5,1.8,.292,0.2,0.4,.600,.466,0.4,0.5,.833,0.6,1.5,2.2,0.4,0.5,0.4,0.4,1.1,2.5,,liveris01
421,Nolan Traoré,19,BRK,PG,8,0,11.3,0.9,3.0,.292,0.4,1.5,.250,0.5,1.5,.333,.354,0.4,0.6,.600,0.1,0.9,1.0,1.5,0.4,0.1,0.8,1.3,2.5,,traorno01
422,Elijah Harkless,25,UTA,SG,7,0,9.4,0.6,1.6,.364,0.3,1.0,.286,0.3,0.6,.500,.455,1.0,1.3,.778,0.3,0.6,0.9,0.7,0.6,0.0,0.4,1.4,2.4,,harklej01
423,Gary Harris,31,MIL,SG,21,0,14.3,0.9,2.0,.452,0.4,1.0,.409,0.5,1.0,.500,.560,0.2,0.2,1.000,0.2,1.2,1.4,1.1,0.6,0.2,0.5,1.3,2.4,,harriga01
424,Lindy Waters III,28,SAS,SG,15,0,7.1,0.9,2.1,.419,0.7,1.8,.370,0.2,0.3,.750,.581,0.0,0.0,,0.1,0.9,1.0,0.3,0.3,0.0,0.1,0.7,2.4,,waterli01
425,Chris Boucher,33,BOS,PF,8,0,11.4,0.9,2.8,.318,0.1,1.5,.083,0.8,1.3,.600,.341,0.4,0.5,.750,0.3,2.0,2.3,0.4,0.6,0.9,0.1,2.0,2.3,,bouchch01
426,Pete Nance,25,MIL,PF,8,0,3.5,0.9,1.8,.500,0.5,1.1,.444,0.4,0.6,.600,.643,0.0,0.0,,0.1,0.8,0.9,0.1,0.0,0.0,0.1,0.0,2.3,,nancepe01
427,Orlando Robinson,25,ORL,C,3,1,7.3,1.0,1.7,.600,0.3,0.7,.500,0.7,1.0,.667,.700,0.0,0.0,,0.7,0.3,1.0,0.7,0.3,0.0,0.0,1.0,2.3,,robinor01
428,Luke Travers,24,CLE,SG,12,0,8.6,0.8,3.0,.250,0.1,1.3,.063,0.7,1.7,.400,.264,0.8,0.8,1.000,0.8,1.3,2.0,0.8,0.6,0.3,0.3,0.5,2.3,,travelu01
429,Jeff Green,39,HOU,PF,11,0,4.8,0.8,1.6,.500,0.5,1.3,.429,0.3,0.4,.750,.667,0.0,0.0,,0.1,0.4,0.5,0.1,0.0,0.1,0.0,0.5,2.2,,greenje02
430,Joan Beringer,19,MIN,PF,9,0,4.1,0.9,1.2,.727,0.0,0.0,,0.9,1.2,.727,.727,0.2,0.3,.667,0.2,1.1,1.3,0.0,0.1,0.2,0.2,1.0,2.0,,berinjo01
431,Koby Brea,23,PHO,SG,2,0,4.0,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,1.0,1.0,1.000,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.0,,breako01
432,Hunter Dickinson,25,NOP,C,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,dickihu01
433,Trentyn Flowers,20,CHI,SF,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2.0,,flowetr01
434,Ron Harper Jr.,25,BOS,SF,4,0,5.0,0.8,2.5,.300,0.5,2.0,.250,0.3,0.5,.500,.400,0.0,0.0,,0.3,0.5,0.8,1.0,0.3,0.5,0.0,0.5,2.0,,harpero02
435,Colby Jones,23,DET,SG,1,0,7.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,,jonesco02
436,E.J. Liddell,25,BRK,PF,7,0,4.6,0.7,1.7,.417,0.3,1.1,.250,0.4,0.6,.750,.500,0.3,0.4,.667,0.4,0.9,1.3,0.0,0.0,0.0,0.0,0.6,2.0,,liddeej01
437,Wendell Moore Jr.,24,DET,SG,3,0,14.3,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.600,.500,0.0,0.0,,0.3,1.0,1.3,1.0,0.7,0.3,0.3,0.3,2.0,,moorewe01
438,Daeqwon Plowden,27,SAC,SG,1,0,14.0,1.0,5.0,.200,0.0,3.0,.000,1.0,2.0,.500,.200,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,plowdda01
439,Jahmir Young,25,MIA,PG,5,0,4.8,0.8,2.2,.364,0.4,1.0,.400,0.4,1.2,.333,.455,0.0,0.0,,0.0,0.4,0.4,0.8,0.2,0.0,0.4,0.6,2.0,,youngja05
440,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,.556,0.1,0.4,.333,0.6,0.9,.667,.611,0.3,0.4,.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,hallpj01
441,Maxi Kleber,34,LAL,PF,13,0,12.6,0.6,1.6,.381,0.2,0.8,.273,0.4,0.8,.500,.452,0.5,0.6,.750,0.5,1.3,1.8,0.6,0.2,0.4,0.2,1.7,1.9,,klebima01
442,Zeke Nnaji,25,DEN,PF,18,1,8.2,0.7,1.4,.500,0.2,0.7,.231,0.6,0.7,.769,.558,0.3,0.5,.667,0.3,1.2,1.4,0.3,0.2,0.2,0.4,1.0,1.9,,nnajize01
443,Mason Plumlee,35,CHO,C,14,2,8.9,0.6,0.9,.750,0.0,0.0,,0.6,0.9,.750,.750,0.6,0.9,.667,0.7,2.1,2.9,1.1,0.4,0.0,0.6,0.7,1.9,,plumlma01
444,Thanasis Antetokounmpo,33,MIL,SF,10,0,2.5,0.6,0.9,.667,0.0,0.0,,0.6,0.9,.667,.667,0.6,0.9,.667,0.2,0.2,0.4,0.0,0.3,0.3,0.1,0.7,1.8,,antetth01
445,Myron Gardner,24,MIA,SF,6,0,4.5,0.7,1.0,.667,0.5,0.8,.600,0.2,0.2,1.000,.917,0.0,0.0,,0.2,0.5,0.7,0.3,0.2,0.0,0.0,1.3,1.8,,gardnmy01
446,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,.200,0.0,1.3,.000,0.5,1.3,.400,.200,0.8,1.5,.500,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,,martico01
447,Marcus Sasser,25,DET,PG,4,0,4.8,0.8,1.5,.500,0.3,0.8,.333,0.5,0.8,.667,.583,0.0,0.0,,0.0,0.8,0.8,1.8,0.0,0.0,0.3,0.8,1.8,,sassema01
448,Chris Youngblood,23,OKC,SG,21,0,5.3,0.5,1.5,.344,0.4,1.3,.333,0.1,0.2,.400,.484,0.3,0.3,1.000,0.1,0.8,0.9,0.3,0.0,0.0,0.0,0.8,1.8,,youngch01
449,Jamal Cain,26,ORL,SF,7,0,7.0,0.6,1.9,.308,0.1,0.9,.167,0.4,1.0,.429,.346,0.4,0.6,.750,0.3,0.3,0.6,0.3,0.4,0.1,0.4,0.9,1.7,,cainja01
450,JD Davison,23,HOU,PG,12,0,6.6,0.7,1.4,.471,0.3,0.8,.444,0.3,0.7,.500,.588,0.0,0.2,.000,0.1,0.3,0.3,0.9,0.3,0.1,0.2,0.3,1.7,,davisjd01
451,Harrison Ingram,23,SAS,SF,3,0,3.7,0.7,1.0,.667,0.3,0.3,1.000,0.3,0.7,.500,.833,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,1.7,,ingraha01
452,Bronny James,21,LAL,SG,15,1,9.0,0.7,2.2,.303,0.3,1.1,.250,0.4,1.1,.353,.364,0.1,0.1,1.000,0.3,0.4,0.7,1.5,0.6,0.1,0.8,0.8,1.7,,jamesbr02
453,Caleb Martin,30,DAL,SF,24,0,10.1,0.6,1.9,.333,0.1,0.6,.143,0.5,1.3,.419,.356,0.3,0.4,.800,0.6,1.0,1.6,1.0,0.5,0.2,0.4,1.5,1.7,,martica02
454,Leonard Miller,22,MIN,SF,9,0,4.2,0.7,1.3,.500,0.0,0.6,.000,0.7,0.8,.857,.500,0.3,0.6,.600,0.1,1.1,1.2,0.4,0.2,0.0,0.4,0.8,1.7,,millele01
455,Rayan Rupert,21,POR,SG,23,0,8.4,0.7,2.0,.356,0.3,0.9,.286,0.4,1.0,.417,.422,0.1,0.2,.500,0.3,1.3,1.6,0.4,0.3,0.0,0.4,1.0,1.7,,ruperra01
456,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,.667,0.0,0.0,,0.8,1.2,.667,.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,,toppija01
457,Brooks Barnhizer,23,OKC,SG,19,0,7.9,0.6,1.4,.462,0.1,0.3,.200,0.6,1.1,.524,.481,0.2,0.3,.667,0.3,1.6,1.9,0.5,0.2,0.1,0.2,0.6,1.5,,barnhbr01
458,Tyson Etienne,26,BRK,PG,8,0,4.3,0.5,1.9,.267,0.5,1.6,.308,0.0,0.3,.000,.400,0.0,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.6,1.5,,etienty01
459,DaRon Holmes,23,DEN,PF,2,0,2.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,,holmeda01
460,Khaman Maluach,19,PHO,C,13,0,5.0,0.5,1.2,.375,0.0,0.3,.000,0.5,0.9,.500,.375,0.5,0.6,.875,0.2,0.8,1.0,0.2,0.0,0.4,0.5,1.0,1.5,,maluakh01
461,Johni Broome,23,PHI,C,7,0,5.7,0.6,2.9,.200,0.0,0.4,.000,0.6,2.4,.235,.200,0.3,0.6,.500,0.9,1.0,1.9,0.6,0.3,0.0,0.3,0.7,1.4,,broomjo01
462,Amir Coffey,28,MIL,SG,21,0,7.7,0.5,1.1,.417,0.1,0.5,.273,0.3,0.6,.538,.479,0.3,0.3,1.000,0.2,0.5,0.7,0.4,0.0,0.0,0.1,0.3,1.4,,coffeam01
463,Javonte Cooke,26,POR,SG,5,0,6.2,0.6,2.4,.250,0.2,1.0,.200,0.4,1.4,.286,.292,0.0,0.0,,0.2,0.4,0.6,1.0,0.2,0.0,0.8,0.2,1.4,,cookeja01
464,Anthony Gill,33,WAS,PF,12,0,3.3,0.5,0.8,.600,0.1,0.2,.500,0.4,0.7,.625,.650,0.3,0.3,1.000,0.3,0.4,0.8,0.0,0.0,0.1,0.3,0.3,1.4,,gillan01
465,Nigel Hayes-Davis,31,PHO,SF,19,0,8.9,0.6,2.1,.300,0.1,0.7,.071,0.6,1.4,.423,.313,0.1,0.1,.500,0.5,0.8,1.3,0.4,0.4,0.1,0.4,0.7,1.4,,hayesni01
466,Ariel Hukporti,23,NYK,C,18,3,9.2,0.5,1.1,.474,0.0,0.0,,0.5,1.1,.474,.474,0.4,0.7,.583,1.1,1.5,2.6,0.6,0.2,0.6,0.6,1.6,1.4,,hukpoar01
467,Andre Jackson Jr.,24,MIL,SG,14,0,6.7,0.4,1.6,.273,0.1,0.9,.154,0.3,0.6,.444,.318,0.4,0.4,.833,0.4,0.5,0.9,1.2,0.4,0.1,0.4,0.9,1.4,,jacksan01
468,Taelon Peter,23,IND,SG,17,0,6.4,0.4,1.7,.241,0.4,1.6,.222,0.1,0.1,.500,.345,0.2,0.3,.800,0.2,0.7,0.9,0.8,0.1,0.1,0.5,0.4,1.4,,peterta01
469,Isaac Jones,25,2TM,PF,4,1,4.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.3,0.5,.500,0.5,0.0,0.5,0.3,0.0,0.0,0.0,1.0,1.3,,jonesis01
469,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,,jonesis01
469,Isaac Jones,25,DET,PF,1,0,1.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,jonesis01
470,Trey Jemison,26,NYK,C,4,0,7.3,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.3,0.3,1.000,1.0,1.0,2.0,0.3,0.0,0.3,0.8,1.0,1.3,,jemistr01
471,Adou Thiero,21,LAL,SF,12,0,6.3,0.4,1.0,.417,0.0,0.1,.000,0.4,0.9,.455,.417,0.5,0.7,.750,0.4,0.4,0.8,0.3,0.3,0.0,0.3,1.2,1.3,,thierad01
472,Kyle Lowry,39,PHI,PG,5,0,8.6,0.4,1.0,.400,0.4,1.0,.400,0.0,0.0,,.600,0.0,0.0,,0.0,0.6,0.6,1.4,0.2,0.0,0.4,0.6,1.2,,lowryky01
473,Jonathan Mogbo,24,TOR,PF,11,0,4.5,0.5,1.1,.500,0.0,0.0,,0.5,1.1,.500,.500,0.1,0.1,1.000,0.5,0.8,1.4,0.5,0.1,0.3,0.1,0.5,1.2,,mogbojo01
474,Mohamed Diawara,20,NYK,SF,21,1,4.3,0.4,1.2,.346,0.2,0.6,.308,0.2,0.6,.385,.423,0.0,0.2,.250,0.1,0.5,0.7,0.4,0.2,0.0,0.3,0.5,1.1,,diawamo01
475,Johnny Juzang,24,MIN,SG,8,0,2.8,0.4,1.1,.333,0.3,0.9,.286,0.1,0.3,.500,.444,0.1,0.3,.500,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.4,1.1,,juzanjo01
476,Hunter Tyson,25,DEN,PF,11,0,3.9,0.4,1.6,.222,0.2,0.8,.222,0.2,0.8,.222,.278,0.2,0.2,1.000,0.2,1.1,1.3,0.3,0.1,0.0,0.0,0.4,1.1,,tysonhu01
477,Miles Kelly,23,DAL,PG,2,0,5.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.0,1.0,,kellymi02
478,Jahmai Mashack,23,MEM,SG,6,0,3.5,0.3,1.2,.286,0.3,0.8,.400,0.0,0.3,.000,.429,0.0,0.0,,0.0,0.8,0.8,0.3,0.2,0.0,0.5,0.2,1.0,,mashaja01
479,Kevin McCullar Jr.,24,NYK,SF,3,0,2.0,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,1.0,,mcculke01
480,Hunter Sallis,22,PHI,SG,7,0,3.7,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,.600,0.1,0.3,.500,0.0,0.1,0.1,0.6,0.0,0.1,0.7,0.3,1.0,,sallihu01
481,Dario Šarić,31,SAC,C,5,0,8.2,0.2,1.2,.167,0.2,0.6,.333,0.0,0.6,.000,.250,0.4,0.4,1.000,0.2,1.0,1.2,0.4,0.0,0.0,0.4,0.6,1.0,,saricda01
482,Drew Timme,25,LAL,PF,2,0,4.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.5,0.5,1.0,1.5,0.5,0.0,0.0,0.0,1.0,,timmedr01
483,Bismack Biyombo,33,SAS,C,10,1,6.4,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.1,0.2,.500,0.2,0.5,0.7,0.3,0.3,0.1,0.3,1.0,0.9,,biyombi01
484,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.3,1.000,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,,nfalyda01
485,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,.125,0.0,2.0,.000,0.3,0.7,.500,.125,0.2,0.3,.500,0.5,1.0,1.5,0.3,0.5,0.2,0.0,0.5,0.8,,peterdr01
486,Curtis Jones,24,DEN,SG,3,0,2.3,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.0,0.7,,jonescu01
487,AJ Johnson,21,WAS,SG,12,0,4.3,0.2,1.3,.125,0.0,0.3,.000,0.2,1.1,.154,.125,0.3,0.3,.750,0.2,0.4,0.6,0.4,0.0,0.0,0.2,0.3,0.6,,johnsaj01
488,Garrett Temple,39,TOR,SG,7,0,3.3,0.1,0.7,.200,0.1,0.6,.250,0.0,0.1,.000,.300,0.1,0.3,.500,0.0,0.4,0.4,0.3,0.3,0.1,0.1,0.3,0.6,,templga01
489,Christian Koloko,25,2TM,C,4,0,6.5,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.3,1.3,1.5,0.3,0.5,0.5,0.0,0.8,0.5,,kolokch01
489,Christian Koloko,25,LAL,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,kolokch01
489,Christian Koloko,25,MEM,C,2,0,10.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,2.0,2.5,0.5,1.0,1.0,0.0,1.0,1.0,,kolokch01
490,Amari Williams,24,BOS,PF,6,0,5.2,0.2,0.3,.500,0.0,0.0,,0.2,0.3,.500,.500,0.2,0.3,.500,0.3,0.8,1.2,0.2,0.2,0.3,0.0,0.7,0.5,,william01
491,Pacome Dadiet,20,NYK,SG,11,0,3.3,0.1,0.7,.125,0.0,0.5,.000,0.1,0.3,.333,.125,0.2,0.2,1.000,0.0,0.6,0.6,0.4,0.1,0.0,0.0,0.3,0.4,,dadiepa01
492,Lachlan Olbrich,22,CHI,C,5,0,7.2,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.0,0.0,,0.6,1.6,2.2,0.6,0.0,0.0,0.4,1.6,0.4,,olbrila01
493,Jahmyl Telfort,24,LAC,PF,8,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.1,0.5,.250,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,,telfoja01
494,Sharife Cooper,24,WAS,PG,4,0,2.5,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,,coopesh01
495,Isaiah Crawford,24,HOU,SF,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,crawfis01
496,Noa Essengue,19,CHI,PF,2,0,3.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,,essenno01
497,Tosan Evbuomwan,24,NYK,SF,5,0,1.6,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,,evbuoto01
